epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1702.79,0.86829,1.08524,1.28145,0.89655,0.8984,0.94507,0.71587,0.93049,0.87762,1.34321,0.00066606,0.00066606,0.00066606
